video_id,gloss,split,signer_id,video_path,exists,label
7810,bring,val,11,..\data\videos\07810.mp4,True,243
34012,lose,train,11,..\data\videos\34012.mp4,True,1046
39874,only,train,0,..\data\videos\39874.mp4,True,1205
62734,weekend,train,13,..\data\videos\62734.mp4,True,1937
1922,all day,train,4,..\data\videos\01922.mp4,True,49
4369,award,train,11,..\data\videos\04369.mp4,True,127
25066,good,train,8,..\data\videos\25066.mp4,True,796
17828,drop,train,11,..\data\videos\17828.mp4,True,570
1066,adjective,train,13,..\data\videos\01066.mp4,True,20
45061,protect,val,4,..\data\videos\45061.mp4,True,1366
30268,interpret,train,11,..\data\videos\30268.mp4,True,933
61947,volleyball,train,56,..\data\videos\61947.mp4,True,1905
13549,country,train,10,..\data\videos\13549.mp4,True,431
13634,cousin,val,59,..\data\videos\13634.mp4,True,433
32163,language,train,11,..\data\videos\32163.mp4,True,987
31838,kneel,train,12,..\data\videos\31838.mp4,True,979
4868,balloon,train,4,..\data\videos\04868.mp4,True,144
33337,line,train,6,..\data\videos\33337.mp4,True,1028
58935,top,train,26,..\data\videos\58935.mp4,True,1832
1955,allergy,train,2,..\data\videos\01955.mp4,True,50
51751,simple,train,13,..\data\videos\51751.mp4,True,1576
31848,knife,val,10,..\data\videos\31848.mp4,True,980
61990,vomit,val,41,..\data\videos\61990.mp4,True,1907
6932,boat,train,39,..\data\videos\06932.mp4,True,206
7492,brag,train,2,..\data\videos\07492.mp4,True,229
49694,score,train,60,..\data\videos\49694.mp4,True,1514
9198,care,train,37,..\data\videos\09198.mp4,True,293
62585,weak,train,2,..\data\videos\62585.mp4,True,1931
22549,flower,test,36,..\data\videos\22549.mp4,True,720
37102,move,train,12,..\data\videos\37102.mp4,True,1125
1318,affect,val,19,..\data\videos\01318.mp4,True,29
43218,please,train,3,..\data\videos\43218.mp4,True,1293
57656,thank you,val,13,..\data\videos\57656.mp4,True,1780
65209,blind,train,89,..\data\videos\65209.mp4,True,201
37790,near,train,13,..\data\videos\37790.mp4,True,1143
61924,voice,train,41,..\data\videos\61924.mp4,True,1904
33766,lonely,train,37,..\data\videos\33766.mp4,True,1041
47480,rescue,train,13,..\data\videos\47480.mp4,True,1446
43124,plate,val,12,..\data\videos\43124.mp4,True,1290
37845,neck,train,41,..\data\videos\37845.mp4,True,1145
23200,four,val,6,..\data\videos\23200.mp4,True,737
38092,never,train,12,..\data\videos\38092.mp4,True,1155
32383,laugh,train,39,..\data\videos\32383.mp4,True,995
5727,before,test,38,..\data\videos\05727.mp4,True,168
42424,phone,train,37,..\data\videos\42424.mp4,True,1270
66285,philadelphia,train,101,..\data\videos\66285.mp4,True,1268
37581,name,train,32,..\data\videos\37581.mp4,True,1139
25484,grapes,train,31,..\data\videos\25484.mp4,True,808
29385,independent,test,4,..\data\videos\29385.mp4,True,914
13175,cookie,train,52,..\data\videos\13175.mp4,True,417
39635,old,train,12,..\data\videos\39635.mp4,True,1199
4040,attitude,val,2,..\data\videos\04040.mp4,True,109
54600,steal,train,41,..\data\videos\54600.mp4,True,1677
60728,united states,train,11,..\data\videos\60728.mp4,True,1879
18228,earring,train,12,..\data\videos\18228.mp4,True,590
32547,lead,train,41,..\data\videos\32547.mp4,True,1000
50534,serve,train,10,..\data\videos\50534.mp4,True,1538
41559,pause,test,11,..\data\videos\41559.mp4,True,1244
40130,orange,train,12,..\data\videos\40130.mp4,True,1212
63695,wonder,train,42,..\data\videos\63695.mp4,True,1973
65355,chop,train,90,..\data\videos\65355.mp4,True,340
19713,evaluate,val,12,..\data\videos\19713.mp4,True,639
23246,fourth,train,12,..\data\videos\23246.mp4,True,738
15365,delicious,train,39,..\data\videos\15365.mp4,True,487
18028,during,train,37,..\data\videos\18028.mp4,True,579
53262,song,train,13,..\data\videos\53262.mp4,True,1635
49658,scissors,train,11,..\data\videos\49658.mp4,True,1512
7247,boss,train,41,..\data\videos\07247.mp4,True,216
52105,sketch,train,21,..\data\videos\52105.mp4,True,1591
59555,tree,train,12,..\data\videos\59555.mp4,True,1852
26297,hamburger,test,27,..\data\videos\26297.mp4,True,832
5090,bar,train,13,..\data\videos\05090.mp4,True,148
59383,transform,test,26,..\data\videos\59383.mp4,True,1849
24516,ghost,train,13,..\data\videos\24516.mp4,True,779
63380,willing,val,11,..\data\videos\63380.mp4,True,1960
50896,shave,train,31,..\data\videos\50896.mp4,True,1548
66136,monday,val,97,..\data\videos\66136.mp4,True,1106
65507,dog,train,99,..\data\videos\65507.mp4,True,548
52918,soap,train,38,..\data\videos\52918.mp4,True,1618
51154,shoot,train,32,..\data\videos\51154.mp4,True,1556
3001,apple,train,38,..\data\videos\03001.mp4,True,81
53371,sorry,train,11,..\data\videos\53371.mp4,True,1638
48054,ride,val,12,..\data\videos\48054.mp4,True,1463
53153,solid,train,66,..\data\videos\53153.mp4,True,1626
42831,pink,train,4,..\data\videos\42831.mp4,True,1284
7500,bra,train,21,..\data\videos\07500.mp4,True,227
65484,director,train,102,..\data\videos\65484.mp4,True,526
69261,cat,test,118,..\data\videos\69261.mp4,True,299
8093,buffalo,train,11,..\data\videos\08093.mp4,True,249
8614,cake,train,59,..\data\videos\08614.mp4,True,269
19706,evaluate,train,4,..\data\videos\19706.mp4,True,639
49131,salt,train,60,..\data\videos\49131.mp4,True,1495
14452,cute,train,38,..\data\videos\14452.mp4,True,457
3417,arrest,train,4,..\data\videos\03417.mp4,True,95
44324,presentation,train,4,..\data\videos\44324.mp4,True,1334
24331,geography,train,4,..\data\videos\24331.mp4,True,773
65792,full,val,94,..\data\videos\65792.mp4,True,754
426,about,train,12,..\data\videos\00426.mp4,True,4
44778,professional,train,4,..\data\videos\44778.mp4,True,1354
49888,sculpture,train,21,..\data\videos\49888.mp4,True,1518
28445,hurt,train,10,..\data\videos\28445.mp4,True,896
30169,interesting,train,26,..\data\videos\30169.mp4,True,930
12696,conquer,train,13,..\data\videos\12696.mp4,True,402
7811,bring,test,11,..\data\videos\07811.mp4,True,243
36492,mock,train,11,..\data\videos\36492.mp4,True,1104
65617,either,train,90,..\data\videos\65617.mp4,True,605
29920,inspire,train,31,..\data\videos\29920.mp4,True,925
24892,goat,test,11,..\data\videos\24892.mp4,True,791
4130,audiologist,train,13,..\data\videos\04130.mp4,True,114
3238,area,train,13,..\data\videos\03238.mp4,True,89
49809,screwdriver,train,11,..\data\videos\49809.mp4,True,1517
66306,police,val,101,..\data\videos\66306.mp4,True,1300
52656,smoking,train,12,..\data\videos\52656.mp4,True,1610
32285,last year,test,13,..\data\videos\32285.mp4,True,992
66393,research,train,103,..\data\videos\66393.mp4,True,1447
59079,tough,train,11,..\data\videos\59079.mp4,True,1838
61150,vacation,train,12,..\data\videos\61150.mp4,True,1888
17883,drug,train,11,..\data\videos\17883.mp4,True,571
29647,inform,train,38,..\data\videos\29647.mp4,True,919
16319,dining room,train,41,..\data\videos\16319.mp4,True,522
34705,manager,train,11,..\data\videos\34705.mp4,True,1062
1231,advanced,train,41,..\data\videos\01231.mp4,True,26
1159,adopt,val,11,..\data\videos\01159.mp4,True,24
45967,rainbow,train,8,..\data\videos\45967.mp4,True,1403
52615,smile,train,0,..\data\videos\52615.mp4,True,1609
50547,service,train,19,..\data\videos\50547.mp4,True,1539
53428,soup,train,6,..\data\videos\53428.mp4,True,1641
32887,lesson,test,56,..\data\videos\32887.mp4,True,1014
57807,therapy,train,10,..\data\videos\57807.mp4,True,1791
7612,breakdown,train,8,..\data\videos\07612.mp4,True,235
53457,south america,val,63,..\data\videos\53457.mp4,True,1644
56821,talk,train,10,..\data\videos\56821.mp4,True,1750
22362,flatter,train,11,..\data\videos\22362.mp4,True,714
39985,operate,val,6,..\data\videos\39985.mp4,True,1207
39443,off,train,36,..\data\videos\39443.mp4,True,1194
66791,window,val,88,..\data\videos\66791.mp4,True,1963
12877,contact,train,10,..\data\videos\12877.mp4,True,407
14885,deaf,train,45,..\data\videos\14885.mp4,True,472
24176,gather,val,12,..\data\videos\24176.mp4,True,769
24611,girl,train,11,..\data\videos\24611.mp4,True,782
44276,prepare,train,13,..\data\videos\44276.mp4,True,1331
62922,wet,train,2,..\data\videos\62922.mp4,True,1944
15369,delicious,train,10,..\data\videos\15369.mp4,True,487
45519,put,val,12,..\data\videos\45519.mp4,True,1383
4002,attend,train,10,..\data\videos\04002.mp4,True,107
58840,tonight,train,12,..\data\videos\58840.mp4,True,1829
62230,wander,train,31,..\data\videos\62230.mp4,True,1916
25371,grammar,train,19,..\data\videos\25371.mp4,True,804
2175,also,val,13,..\data\videos\02175.mp4,True,57
22912,forest,test,0,..\data\videos\22912.mp4,True,730
56766,take turns,train,10,..\data\videos\56766.mp4,True,1746
19458,equal,test,4,..\data\videos\19458.mp4,True,632
43908,postpone,val,11,..\data\videos\43908.mp4,True,1313
46058,rake,train,11,..\data\videos\46058.mp4,True,1404
36262,mirror,test,4,..\data\videos\36262.mp4,True,1099
17758,drive,train,38,..\data\videos\17758.mp4,True,569
55660,sugar,train,4,..\data\videos\55660.mp4,True,1710
43254,plenty,test,2,..\data\videos\43254.mp4,True,1294
66146,mother,train,90,..\data\videos\66146.mp4,True,1118
18156,ear,test,21,..\data\videos\18156.mp4,True,587
51398,shrimp,train,13,..\data\videos\51398.mp4,True,1566
60224,two,train,11,..\data\videos\60224.mp4,True,1869
11287,closet,train,59,..\data\videos\11287.mp4,True,357
9188,careful,test,12,..\data\videos\09188.mp4,True,294
16643,disgust,train,21,..\data\videos\16643.mp4,True,536
69402,mother,val,116,..\data\videos\69402.mp4,True,1118
66772,whatever,test,93,..\data\videos\66772.mp4,True,1947
5600,because,val,4,..\data\videos\05600.mp4,True,162
45780,quit,train,2,..\data\videos\45780.mp4,True,1394
56704,take,train,12,..\data\videos\56704.mp4,True,1745
22280,flag,train,12,..\data\videos\22280.mp4,True,713
63876,worry,test,13,..\data\videos\63876.mp4,True,1982
56773,take up,val,13,..\data\videos\56773.mp4,True,1747
57606,than,train,13,..\data\videos\57606.mp4,True,1779
55841,sunrise,train,11,..\data\videos\55841.mp4,True,1716
26083,habit,train,21,..\data\videos\26083.mp4,True,827
62778,we,train,11,..\data\videos\62778.mp4,True,1930
35946,microwave,test,38,..\data\videos\35946.mp4,True,1090
65033,against,test,88,..\data\videos\65033.mp4,True,35
64090,wrong,train,11,..\data\videos\64090.mp4,True,1990
65852,gray,train,106,..\data\videos\65852.mp4,True,811
37932,negotiate,train,4,..\data\videos\37932.mp4,True,1149
57489,terrible,train,10,..\data\videos\57489.mp4,True,1773
38858,not,train,36,..\data\videos\38858.mp4,True,1173
23702,fruit,val,0,..\data\videos\23702.mp4,True,753
65268,build,train,90,..\data\videos\65268.mp4,True,251
16526,disconnect,train,32,..\data\videos\16526.mp4,True,532
23046,form,val,21,..\data\videos\23046.mp4,True,735
34690,manage,val,10,..\data\videos\34690.mp4,True,1061
18644,either,train,11,..\data\videos\18644.mp4,True,605
44350,present,train,12,..\data\videos\44350.mp4,True,1333
57804,therapy,test,13,..\data\videos\57804.mp4,True,1791
8641,calculator,train,12,..\data\videos\08641.mp4,True,271
20440,explain,test,10,..\data\videos\20440.mp4,True,663
45196,public,train,11,..\data\videos\45196.mp4,True,1372
20701,face,test,4,..\data\videos\20701.mp4,True,670
20797,fail,val,11,..\data\videos\20797.mp4,True,673
56768,take turns,train,11,..\data\videos\56768.mp4,True,1746
11529,coconut,val,15,..\data\videos\11529.mp4,True,366
57843,thermometer,train,11,..\data\videos\57843.mp4,True,1794
20229,exercise,train,11,..\data\videos\20229.mp4,True,655
33115,lie,train,4,..\data\videos\33115.mp4,True,1022
1268,adverb,train,11,..\data\videos\01268.mp4,True,28
62746,week,val,11,..\data\videos\62746.mp4,True,1936
15327,delay,train,11,..\data\videos\15327.mp4,True,486
33316,limit,train,11,..\data\videos\33316.mp4,True,1027
11828,comb,train,12,..\data\videos\11828.mp4,True,372
8450,butter,train,59,..\data\videos\08450.mp4,True,261
27157,helicopter,train,11,..\data\videos\27157.mp4,True,855
32541,lead,train,11,..\data\videos\32541.mp4,True,1000
47104,religion,train,19,..\data\videos\47104.mp4,True,1432
28827,ill,train,12,..\data\videos\28827.mp4,True,904
66659,topic,train,101,..\data\videos\66659.mp4,True,1833
15632,deposit,test,32,..\data\videos\15632.mp4,True,497
17206,done,val,21,..\data\videos\17206.mp4,True,553
25874,grow up,val,11,..\data\videos\25874.mp4,True,818
22715,follow,train,2,..\data\videos\22715.mp4,True,724
57092,team,val,6,..\data\videos\57092.mp4,True,1757
58733,toilet,train,52,..\data\videos\58733.mp4,True,1823
45789,quit,train,12,..\data\videos\45789.mp4,True,1394
29333,increase,test,11,..\data\videos\29333.mp4,True,913
69380,jump,train,115,..\data\videos\69380.mp4,True,964
54249,stadium,val,38,..\data\videos\54249.mp4,True,1666
57141,tease,train,41,..\data\videos\57141.mp4,True,1758
31749,kiss,test,38,..\data\videos\31749.mp4,True,977
4291,autumn,train,6,..\data\videos\04291.mp4,True,122
33986,lord,train,41,..\data\videos\33986.mp4,True,1045
28423,hurry,train,2,..\data\videos\28423.mp4,True,895
13647,cousin,train,41,..\data\videos\13647.mp4,True,433
69474,six,train,118,..\data\videos\69474.mp4,True,1586
11416,clueless,train,12,..\data\videos\11416.mp4,True,361
41654,peace,train,13,..\data\videos\41654.mp4,True,1247
58748,toilet paper,train,11,..\data\videos\58748.mp4,True,1824
69316,family,val,116,..\data\videos\69316.mp4,True,678
45782,quit,train,4,..\data\videos\45782.mp4,True,1394
29641,information,train,12,..\data\videos\29641.mp4,True,920
57329,temple,train,12,..\data\videos\57329.mp4,True,1766
60349,ugly,train,13,..\data\videos\60349.mp4,True,1872
29068,important,train,4,..\data\videos\29068.mp4,True,908
22694,fold,train,2,..\data\videos\22694.mp4,True,723
51829,sin,train,11,..\data\videos\51829.mp4,True,1577
7721,bribe,train,12,..\data\videos\07721.mp4,True,239
6951,body,train,11,..\data\videos\06951.mp4,True,207
38376,nine,train,11,..\data\videos\38376.mp4,True,1164
7274,both,val,11,..\data\videos\07274.mp4,True,217
38064,neutral,val,4,..\data\videos\38064.mp4,True,1154
49542,schedule,test,11,..\data\videos\49542.mp4,True,1508
29842,insect,test,19,..\data\videos\29842.mp4,True,922
11473,coat,val,10,..\data\videos\11473.mp4,True,364
69291,day,train,118,..\data\videos\69291.mp4,True,470
65031,afternoon,train,88,..\data\videos\65031.mp4,True,33
10600,choir,test,57,..\data\videos\10600.mp4,True,337
29632,information,train,19,..\data\videos\29632.mp4,True,920
33374,linguistics,train,0,..\data\videos\33374.mp4,True,1029
27018,heart attack,val,2,..\data\videos\27018.mp4,True,852
24268,generation,train,2,..\data\videos\24268.mp4,True,772
12317,computer,train,4,..\data\videos\12317.mp4,True,392
25647,greece,test,11,..\data\videos\25647.mp4,True,813
19223,england,train,45,..\data\videos\19223.mp4,True,624
56194,swallow,test,32,..\data\videos\56194.mp4,True,1730
69213,apple,val,117,..\data\videos\69213.mp4,True,81
6532,blame,train,11,..\data\videos\06532.mp4,True,197
20396,experiment,train,11,..\data\videos\20396.mp4,True,661
48827,run,train,12,..\data\videos\48827.mp4,True,1487
65894,history,train,102,..\data\videos\65894.mp4,True,869
26852,head,train,37,..\data\videos\26852.mp4,True,844
14756,daughter,val,11,..\data\videos\14756.mp4,True,468
48526,roommate,train,12,..\data\videos\48526.mp4,True,1478
13136,convince,train,39,..\data\videos\13136.mp4,True,415
56557,table,train,4,..\data\videos\56557.mp4,True,1744
13631,cousin,train,38,..\data\videos\13631.mp4,True,433
54447,star,train,12,..\data\videos\54447.mp4,True,1672
37839,neck,val,13,..\data\videos\37839.mp4,True,1145
44860,project,train,2,..\data\videos\44860.mp4,True,1359
8633,calculate,train,12,..\data\videos\08633.mp4,True,270
25429,grandmother,test,37,..\data\videos\25429.mp4,True,807
53182,solve,train,10,..\data\videos\53182.mp4,True,1627
16400,dirt,train,41,..\data\videos\16400.mp4,True,527
44274,prepare,train,4,..\data\videos\44274.mp4,True,1331
63873,worry,val,42,..\data\videos\63873.mp4,True,1982
65832,god,val,106,..\data\videos\65832.mp4,True,792
46870,refuse,train,41,..\data\videos\46870.mp4,True,1423
59349,tranquil,test,26,..\data\videos\59349.mp4,True,1847
39080,nun,train,11,..\data\videos\39080.mp4,True,1181
1923,all day,train,6,..\data\videos\01923.mp4,True,49
6120,b,test,21,..\data\videos\06120.mp4,True,132
17936,dry,test,11,..\data\videos\17936.mp4,True,574
47902,review,train,4,..\data\videos\47902.mp4,True,1461
56175,suspend,val,31,..\data\videos\56175.mp4,True,1729
55206,strict,train,12,..\data\videos\55206.mp4,True,1697
49173,same,test,63,..\data\videos\49173.mp4,True,1497
24127,gas,test,12,..\data\videos\24127.mp4,True,767
16104,diarrhea,train,12,..\data\videos\16104.mp4,True,514
39953,open,val,13,..\data\videos\39953.mp4,True,1206
38265,n,train,21,..\data\videos\38265.mp4,True,1138
66375,reason,val,101,..\data\videos\66375.mp4,True,1412
32447,law,train,0,..\data\videos\32447.mp4,True,997
44526,prince,train,11,..\data\videos\44526.mp4,True,1342
4858,ball,val,11,..\data\videos\04858.mp4,True,143
63756,word,train,15,..\data\videos\63756.mp4,True,1976
49637,science,test,11,..\data\videos\49637.mp4,True,1510
15559,deodorant,train,59,..\data\videos\15559.mp4,True,494
15809,dessert,train,39,..\data\videos\15809.mp4,True,504
65540,drink,train,94,..\data\videos\65540.mp4,True,568
20022,exaggerate,train,37,..\data\videos\20022.mp4,True,649
44424,pretty,test,13,..\data\videos\44424.mp4,True,1337
11623,cold,train,52,..\data\videos\11623.mp4,True,368
41079,paragraph,train,31,..\data\videos\41079.mp4,True,1235
50727,sew,val,41,..\data\videos\50727.mp4,True,1543
33426,lipstick,val,11,..\data\videos\33426.mp4,True,1032
42829,pink,train,56,..\data\videos\42829.mp4,True,1284
66065,lettuce,train,99,..\data\videos\66065.mp4,True,1017
61136,vacant,train,21,..\data\videos\61136.mp4,True,1887
45451,purpose,val,13,..\data\videos\45451.mp4,True,1380
43170,play,train,13,..\data\videos\43170.mp4,True,1291
874,active,train,12,..\data\videos\00874.mp4,True,14
65779,freeze,val,94,..\data\videos\65779.mp4,True,743
63473,win,train,11,..\data\videos\63473.mp4,True,1961
43062,plan,train,11,..\data\videos\43062.mp4,True,1288
65609,egypt,train,95,..\data\videos\65609.mp4,True,602
52576,smart,train,38,..\data\videos\52576.mp4,True,1607
32949,letter,train,13,..\data\videos\32949.mp4,True,1016
2159,already,val,26,..\data\videos\02159.mp4,True,56
34738,man,train,34,..\data\videos\34738.mp4,True,1060
65774,fourth,test,106,..\data\videos\65774.mp4,True,738
15564,deodorant,train,12,..\data\videos\15564.mp4,True,494
55314,stubborn,train,38,..\data\videos\55314.mp4,True,1701
42410,philosophy,train,12,..\data\videos\42410.mp4,True,1269
37126,movie,train,38,..\data\videos\37126.mp4,True,1126
65074,announce,train,91,..\data\videos\65074.mp4,True,70
8448,butter,val,0,..\data\videos\08448.mp4,True,261
35560,melody,train,12,..\data\videos\35560.mp4,True,1080
32377,laugh,train,35,..\data\videos\32377.mp4,True,995
9088,caption,train,31,..\data\videos\09088.mp4,True,289
61510,very,train,6,..\data\videos\61510.mp4,True,1895
51730,similar,val,4,..\data\videos\51730.mp4,True,1575
66392,replace,train,103,..\data\videos\66392.mp4,True,1439
45936,rage,train,12,..\data\videos\45936.mp4,True,1401
962,add,train,4,..\data\videos\00962.mp4,True,18
29636,information,train,10,..\data\videos\29636.mp4,True,920
36930,mother,train,36,..\data\videos\36930.mp4,True,1118
8830,camping,train,12,..\data\videos\08830.mp4,True,279
65662,explode,val,90,..\data\videos\65662.mp4,True,664
43839,possible,train,12,..\data\videos\43839.mp4,True,1311
65838,gorilla,train,94,..\data\videos\65838.mp4,True,798
62732,weekend,train,46,..\data\videos\62732.mp4,True,1937
7398,bowling,val,11,..\data\videos\07398.mp4,True,222
7961,brown,train,36,..\data\videos\07961.mp4,True,247
51734,similar,train,11,..\data\videos\51734.mp4,True,1575
33311,limit,val,8,..\data\videos\33311.mp4,True,1027
34826,many,train,6,..\data\videos\34826.mp4,True,1063
62908,west,test,38,..\data\videos\62908.mp4,True,1943
25642,greece,train,37,..\data\videos\25642.mp4,True,813
13244,cop,train,26,..\data\videos\13244.mp4,True,420
48608,rough,test,13,..\data\videos\48608.mp4,True,1482
10969,class,train,6,..\data\videos\10969.mp4,True,348
41940,pepper,test,45,..\data\videos\41940.mp4,True,1258
4972,bank,train,13,..\data\videos\04972.mp4,True,146
53267,song,train,12,..\data\videos\53267.mp4,True,1635
46502,recent,train,4,..\data\videos\46502.mp4,True,1414
41662,peach,train,2,..\data\videos\41662.mp4,True,1249
6083,between,train,59,..\data\videos\06083.mp4,True,184
3802,assume,train,11,..\data\videos\03802.mp4,True,106
33266,like,train,8,..\data\videos\33266.mp4,True,1026
43522,police,train,56,..\data\videos\43522.mp4,True,1300
10680,christ,train,59,..\data\videos\10680.mp4,True,341
66543,special,val,91,..\data\videos\66543.mp4,True,1648
37198,much,train,11,..\data\videos\37198.mp4,True,1127
60379,umbrella,val,2,..\data\videos\60379.mp4,True,1873
2129,a lot,train,11,..\data\videos\02129.mp4,True,1
61371,vegetable,train,12,..\data\videos\61371.mp4,True,1893
59903,tuesday,train,56,..\data\videos\59903.mp4,True,1862
48371,rock,train,0,..\data\videos\48371.mp4,True,1474
20030,exaggerate,train,12,..\data\videos\20030.mp4,True,649
5300,bathroom,train,13,..\data\videos\05300.mp4,True,156
29962,instead,train,2,..\data\videos\29962.mp4,True,926
47447,reputation,train,41,..\data\videos\47447.mp4,True,1443
20986,family,train,11,..\data\videos\20986.mp4,True,678
60381,umbrella,val,13,..\data\videos\60381.mp4,True,1873
15428,demand,train,11,..\data\videos\15428.mp4,True,489
25243,government,train,38,..\data\videos\25243.mp4,True,800
13334,corn,test,11,..\data\videos\13334.mp4,True,422
64382,you,train,13,..\data\videos\64382.mp4,True,1995
19614,establish,train,2,..\data\videos\19614.mp4,True,636
65694,favorite,train,101,..\data\videos\65694.mp4,True,688
5853,believe,train,2,..\data\videos\05853.mp4,True,174
7198,bored,train,11,..\data\videos\07198.mp4,True,214
43950,potential,train,12,..\data\videos\43950.mp4,True,1315
2349,america,train,19,..\data\videos\02349.mp4,True,60
24344,geometry,val,4,..\data\videos\24344.mp4,True,774
16398,dirt,val,11,..\data\videos\16398.mp4,True,527
32381,laugh,train,39,..\data\videos\32381.mp4,True,995
12990,contract,train,11,..\data\videos\12990.mp4,True,410
33652,local,train,32,..\data\videos\33652.mp4,True,1039
39349,ocean,train,38,..\data\videos\39349.mp4,True,1189
47358,report,train,32,..\data\videos\47358.mp4,True,1441
20401,experiment,train,12,..\data\videos\20401.mp4,True,661
47466,require,train,11,..\data\videos\47466.mp4,True,1445
9210,care,val,11,..\data\videos\09210.mp4,True,293
25072,good,test,11,..\data\videos\25072.mp4,True,796
58683,today,train,11,..\data\videos\58683.mp4,True,1821
3768,assist,train,10,..\data\videos\03768.mp4,True,104
22635,fly,train,11,..\data\videos\22635.mp4,True,722
12193,complain,train,59,..\data\videos\12193.mp4,True,388
2126,a lot,train,15,..\data\videos\02126.mp4,True,1
8745,calm,train,26,..\data\videos\08745.mp4,True,275
51313,shovel,train,59,..\data\videos\51313.mp4,True,1563
63789,work,test,2,..\data\videos\63789.mp4,True,1977
42966,pizza,train,11,..\data\videos\42966.mp4,True,1286
50436,separate,train,4,..\data\videos\50436.mp4,True,1534
33246,lightning,train,12,..\data\videos\33246.mp4,True,1025
59736,trouble,test,38,..\data\videos\59736.mp4,True,1856
48688,rubber,train,11,..\data\videos\48688.mp4,True,1483
37489,myself,test,11,..\data\videos\37489.mp4,True,1137
4898,banana,train,39,..\data\videos\04898.mp4,True,145
19090,encourage,val,21,..\data\videos\19090.mp4,True,617
41669,peach,train,12,..\data\videos\41669.mp4,True,1249
28376,hungry,train,0,..\data\videos\28376.mp4,True,892
51831,sin,train,12,..\data\videos\51831.mp4,True,1577
20115,except,train,41,..\data\videos\20115.mp4,True,651
32612,learn,train,11,..\data\videos\32612.mp4,True,1005
40560,over,train,4,..\data\videos\40560.mp4,True,1219
41365,pass,train,41,..\data\videos\41365.mp4,True,1240
40659,owl,train,56,..\data\videos\40659.mp4,True,1224
20227,exercise,train,21,..\data\videos\20227.mp4,True,655
18482,effort,train,12,..\data\videos\18482.mp4,True,600
17766,drive,val,10,..\data\videos\17766.mp4,True,569
26018,gun,train,12,..\data\videos\26018.mp4,True,824
47479,rescue,val,56,..\data\videos\47479.mp4,True,1446
12320,computer,test,59,..\data\videos\12320.mp4,True,392
12755,consider,val,2,..\data\videos\12755.mp4,True,403
57579,text,train,32,..\data\videos\57579.mp4,True,1777
54119,spring,train,13,..\data\videos\54119.mp4,True,1661
58679,today,test,13,..\data\videos\58679.mp4,True,1821
66494,sixteen,test,105,..\data\videos\66494.mp4,True,1587
24372,german,train,11,..\data\videos\24372.mp4,True,775
7118,bookshelf,train,11,..\data\videos\07118.mp4,True,211
64046,wristwatch,train,11,..\data\videos\64046.mp4,True,1988
3517,artist,train,13,..\data\videos\03517.mp4,True,100
42994,place,val,41,..\data\videos\42994.mp4,True,1287
1962,allergy,train,11,..\data\videos\01962.mp4,True,50
43388,pocket,train,12,..\data\videos\43388.mp4,True,1297
33341,line,train,10,..\data\videos\33341.mp4,True,1028
61515,very,train,12,..\data\videos\61515.mp4,True,1895
35581,member,train,12,..\data\videos\35581.mp4,True,1082
47671,rest,test,11,..\data\videos\47671.mp4,True,1453
21070,far,val,38,..\data\videos\21070.mp4,True,681
11780,color,train,12,..\data\videos\11780.mp4,True,371
39841,on,val,3,..\data\videos\39841.mp4,True,1201
29633,information,val,35,..\data\videos\29633.mp4,True,920
66002,know,val,90,..\data\videos\66002.mp4,True,982
25055,goodbye,val,41,..\data\videos\25055.mp4,True,797
27284,her,train,12,..\data\videos\27284.mp4,True,859
62643,weather,train,13,..\data\videos\62643.mp4,True,1933
31773,kitchen,train,38,..\data\videos\31773.mp4,True,978
16897,dive,train,11,..\data\videos\16897.mp4,True,541
63592,with,train,11,..\data\videos\63592.mp4,True,1967
54962,store,train,11,..\data\videos\54962.mp4,True,1688
45438,purple,val,11,..\data\videos\45438.mp4,True,1379
56119,surrender,train,12,..\data\videos\56119.mp4,True,1727
61982,vomit,train,32,..\data\videos\61982.mp4,True,1907
44552,principle,train,10,..\data\videos\44552.mp4,True,1345
58450,tiger,val,10,..\data\videos\58450.mp4,True,1812
54841,stitch,train,32,..\data\videos\54841.mp4,True,1685
57528,test,train,4,..\data\videos\57528.mp4,True,1774
62102,wait,val,6,..\data\videos\62102.mp4,True,1910
55867,sunshine,train,13,..\data\videos\55867.mp4,True,1718
65523,double,train,94,..\data\videos\65523.mp4,True,557
48801,run,train,13,..\data\videos\48801.mp4,True,1487
8543,cabinet,train,2,..\data\videos\08543.mp4,True,267
65504,doctor,train,99,..\data\videos\65504.mp4,True,546
13698,cow,val,31,..\data\videos\13698.mp4,True,435
44487,pride,train,13,..\data\videos\44487.mp4,True,1340
21852,find,train,56,..\data\videos\21852.mp4,True,702
49140,salt,val,12,..\data\videos\49140.mp4,True,1495
13359,correct,val,12,..\data\videos\13359.mp4,True,424
21417,feed,train,41,..\data\videos\21417.mp4,True,692
41647,peaceful,train,4,..\data\videos\41647.mp4,True,1248
4372,award,train,12,..\data\videos\04372.mp4,True,127
15025,december,train,12,..\data\videos\15025.mp4,True,476
20393,experiment,train,21,..\data\videos\20393.mp4,True,661
8088,buffalo,val,4,..\data\videos\08088.mp4,True,249
35220,maybe,train,13,..\data\videos\35220.mp4,True,1070
19054,empty,test,11,..\data\videos\19054.mp4,True,616
65143,basic,val,89,..\data\videos\65143.mp4,True,153
4899,banana,train,39,..\data\videos\04899.mp4,True,145
